pair,prompt_id,arm,layer,lens_logodds,lens_entropy
0,ale_01_3_u,uncertain,28,0.4526348114013672,1.6371268033981323
0,ale_01_3_u,uncertain,29,-0.054444313049316406,1.561332106590271
0,ale_01_3_u,uncertain,30,-2.7000503540039062,0.8657771944999695
0,ale_01_3_u,uncertain,-1,-3.6590709686279297,1.5337495803833008
0,ale_01_3_c,control,0,0.4565858840942383,7.399790287017822
0,ale_01_3_c,control,1,-0.11916732788085938,0.0501379668712616
0,ale_01_3_c,control,2,-1.054152488708496,9.79430866241455
0,ale_01_3_c,control,3,-0.27111005783081055,9.921024322509766
0,ale_01_3_c,control,4,-1.0070996284484863,6.593719482421875
0,ale_01_3_c,control,5,-0.8501238822937012,6.726288318634033
0,ale_01_3_c,control,6,-1.2964143753051758,7.379462242126465
0,ale_01_3_c,control,7,-0.7106058597564697,7.478631973266602
0,ale_01_3_c,control,8,-0.628626823425293,4.209680080413818
0,ale_01_3_c,control,9,-0.6071116924285889,4.865854740142822
0,ale_01_3_c,control,10,-0.9216351509094238,3.8566319942474365
0,ale_01_3_c,control,11,-0.19719266891479492,0.6552954316139221
0,ale_01_3_c,control,12,-0.2589731216430664,1.8396966457366943
0,ale_01_3_c,control,13,-3.547907829284668,8.622923851013184
0,ale_01_3_c,control,14,-3.575751781463623,8.91951847076416
0,ale_01_3_c,control,15,-2.181257724761963,5.270830154418945
0,ale_01_3_c,control,16,-3.7084217071533203,9.92199420928955
0,ale_01_3_c,control,17,-3.2467689514160156,9.013057708740234
0,ale_01_3_c,control,18,-1.8963842391967773,8.528579711914062
0,ale_01_3_c,control,19,-3.3317337036132812,5.526087760925293
0,ale_01_3_c,control,20,-2.652547836303711,2.7385785579681396
0,ale_01_3_c,control,21,-1.7794647216796875,3.0130980014801025
0,ale_01_3_c,control,22,-0.41265106201171875,3.725003480911255
0,ale_01_3_c,control,23,0.1693735122680664,3.266287088394165
0,ale_01_3_c,control,24,0.570256233215332,1.714174747467041
0,ale_01_3_c,control,25,1.2797536849975586,3.325547695159912
0,ale_01_3_c,control,26,0.9626255035400391,2.0467939376831055
0,ale_01_3_c,control,27,0.5879497528076172,4.180690288543701
0,ale_01_3_c,control,28,0.9830093383789062,3.3721444606781006
0,ale_01_3_c,control,29,0.7784872055053711,1.3114606142044067
0,ale_01_3_c,control,30,-1.516860008239746,1.4031721353530884
0,ale_01_3_c,control,-1,-1.8124322891235352,1.1184685230255127
1,ale_14_0_u,uncertain,0,0.4290180206298828,7.702775955200195
1,ale_14_0_u,uncertain,1,-0.10822486877441406,0.05308140441775322
1,ale_14_0_u,uncertain,2,-1.0730414390563965,9.717310905456543
1,ale_14_0_u,uncertain,3,-0.22970962524414062,10.007883071899414
1,ale_14_0_u,uncertain,4,-0.9048976898193359,6.74009895324707
1,ale_14_0_u,uncertain,5,-0.8223538398742676,6.814723968505859
1,ale_14_0_u,uncertain,6,-1.1466705799102783,7.448711395263672
1,ale_14_0_u,uncertain,7,-1.0621662139892578,7.690523147583008
1,ale_14_0_u,uncertain,8,-0.8181729316711426,4.497527122497559
1,ale_14_0_u,uncertain,9,-0.7808198928833008,4.7362470626831055
1,ale_14_0_u,uncertain,10,-0.9817652702331543,4.559467315673828
1,ale_14_0_u,uncertain,11,-0.46062374114990234,3.184101104736328
1,ale_14_0_u,uncertain,12,0.5396332740783691,2.4318151473999023
1,ale_14_0_u,uncertain,13,-0.6150684356689453,8.567060470581055
1,ale_14_0_u,uncertain,14,-2.4472427368164062,9.173517227172852
1,ale_14_0_u,uncertain,15,-2.0745162963867188,8.847306251525879
1,ale_14_0_u,uncertain,16,-2.3574514389038086,9.52703857421875
1,ale_14_0_u,uncertain,17,-2.317622184753418,8.816235542297363
1,ale_14_0_u,uncertain,18,-1.3712425231933594,7.748549938201904
1,ale_14_0_u,uncertain,19,-0.8930149078369141,2.3290042877197266
1,ale_14_0_u,uncertain,20,-2.25003719329834,1.0826479196548462
1,ale_14_0_u,uncertain,21,-2.40885066986084,1.3618383407592773
1,ale_14_0_u,uncertain,22,-2.1442394256591797,0.741470456123352
1,ale_14_0_u,uncertain,23,-2.7656726837158203,0.881421685218811
1,ale_14_0_u,uncertain,24,-3.1343021392822266,1.1372307538986206
1,ale_14_0_u,uncertain,25,-3.2026796340942383,1.4336466789245605
1,ale_14_0_u,uncertain,26,-2.5300559997558594,1.6640048027038574
1,ale_14_0_u,uncertain,27,-3.252272605895996,1.9182664155960083
1,ale_14_0_u,uncertain,28,-3.7108631134033203,2.3869388103485107
1,ale_14_0_u,uncertain,29,-5.810488700866699,1.970621943473816
1,ale_14_0_u,uncertain,30,-9.466014862060547,1.2536485195159912
1,ale_14_0_u,uncertain,-1,-8.512923240661621,1.1198935508728027
1,ale_14_0_c,control,0,0.44490623474121094,7.6899943351745605
1,ale_14_0_c,control,1,-0.11267852783203125,0.0592229925096035
1,ale_14_0_c,control,2,-1.059671401977539,9.689841270446777
1,ale_14_0_c,control,3,-0.19067955017089844,10.031972885131836
1,ale_14_0_c,control,4,-0.8259215354919434,6.725790500640869
1,ale_14_0_c,control,5,-0.6688683032989502,6.744532108306885
1,ale_14_0_c,control,6,-0.937279224395752,7.337000846862793
1,ale_14_0_c,control,7,-0.6515233516693115,7.522384166717529
1,ale_14_0_c,control,8,-0.7152018547058105,4.412539958953857
1,ale_14_0_c,control,9,-0.6295132637023926,5.04030704498291
1,ale_14_0_c,control,10,-0.8692245483398438,3.7094078063964844
1,ale_14_0_c,control,11,-0.7727007865905762,1.1196680068969727
1,ale_14_0_c,control,12,-0.7355761528015137,1.8679454326629639
1,ale_14_0_c,control,13,-2.5892486572265625,6.735013484954834
1,ale_14_0_c,control,14,-3.24456787109375,6.607235908508301
1,ale_14_0_c,control,15,-2.5359668731689453,4.771243572235107
1,ale_14_0_c,control,16,-3.6086478233337402,9.598898887634277
1,ale_14_0_c,control,17,-3.226102828979492,9.35793685913086
1,ale_14_0_c,control,18,-2.406052589416504,9.398796081542969
1,ale_14_0_c,control,19,-2.1637325286865234,7.56852912902832
1,ale_14_0_c,control,20,-2.3118724822998047,4.760471820831299
1,ale_14_0_c,control,21,-4.706419944763184,4.412561893463135
1,ale_14_0_c,control,22,-3.9176864624023438,0.7914141416549683
1,ale_14_0_c,control,23,-5.125585556030273,0.796779453754425
1,ale_14_0_c,control,24,-5.448370933532715,1.046617865562439
1,ale_14_0_c,control,25,-5.447382926940918,0.9992290735244751
1,ale_14_0_c,control,26,-4.658951282501221,2.2613718509674072
1,ale_14_0_c,control,27,-5.573197841644287,2.3198134899139404
1,ale_14_0_c,control,28,-6.713273525238037,2.1443679332733154
1,ale_14_0_c,control,29,-7.942135810852051,1.853723168373108
1,ale_14_0_c,control,30,-11.8973388671875,0.06770581752061844
1,ale_14_0_c,control,-1,-12.067784309387207,0.15027467906475067
2,ale_19_0_u,uncertain,0,0.44618940353393555,7.969175338745117
2,ale_19_0_u,uncertain,1,-0.1186370849609375,0.049789801239967346
2,ale_19_0_u,uncertain,2,-1.0497212409973145,9.730307579040527
2,ale_19_0_u,uncertain,3,-0.23854732513427734,10.01785659790039
2,ale_19_0_u,uncertain,4,-0.830148458480835,6.889231204986572
2,ale_19_0_u,uncertain,5,-0.8536715507507324,7.221518516540527
2,ale_19_0_u,uncertain,6,-0.9780488014221191,8.02230453491211
2,ale_19_0_u,uncertain,7,-0.9812431335449219,8.141439437866211
2,ale_19_0_u,uncertain,8,-0.8877205848693848,5.501155853271484
2,ale_19_0_u,uncertain,9,-0.5906124114990234,5.051921844482422
2,ale_19_0_u,uncertain,10,-0.7948102951049805,4.774890422821045
2,ale_19_0_u,uncertain,11,0.2246415615081787,3.19220232963562
2,ale_19_0_u,uncertain,12,1.2790861129760742,2.802882671356201
2,ale_19_0_u,uncertain,13,-0.8667521476745605,8.597687721252441
2,ale_19_0_u,uncertain,14,-2.4492764472961426,8.749768257141113
2,ale_19_0_u,uncertain,15,-2.2979416847229004,8.492034912109375
2,ale_19_0_u,uncertain,16,-2.7353105545043945,9.219878196716309
2,ale_19_0_u,uncertain,17,-2.895719528198242,8.400242805480957
2,ale_19_0_u,uncertain,18,-2.1357107162475586,3.4140806198120117
2,ale_19_0_u,uncertain,19,-1.6019697189331055,2.4767496585845947
2,ale_19_0_u,uncertain,20,-2.2485456466674805,2.6034584045410156
2,ale_19_0_u,uncertain,21,-1.8074054718017578,2.6290011405944824
2,ale_19_0_u,uncertain,22,-2.203598976135254,2.9528212547302246
2,ale_19_0_u,uncertain,23,-1.528940200805664,3.1316938400268555
2,ale_19_0_u,uncertain,24,-4.015240669250488,3.410139799118042
2,ale_19_0_u,uncertain,25,-3.6400203704833984,2.8030948638916016
2,ale_19_0_u,uncertain,26,-3.1433191299438477,1.5415916442871094
2,ale_19_0_u,uncertain,27,-3.9555864334106445,2.0637800693511963
2,ale_19_0_u,uncertain,28,-4.755608558654785,2.1848790645599365
2,ale_19_0_u,uncertain,29,-7.433572769165039,1.5939751863479614
2,ale_19_0_u,uncertain,30,-11.949257850646973,0.8395692110061646
2,ale_19_0_u,uncertain,-1,-14.200804710388184,1.3604179620742798
2,ale_19_0_c,control,0,0.442202091217041,7.680861473083496
2,ale_19_0_c,control,1,-0.11239814758300781,0.051944710314273834
2,ale_19_0_c,control,2,-1.0414953231811523,9.761611938476562
2,ale_19_0_c,control,3,-0.23249197006225586,10.038790702819824
2,ale_19_0_c,control,4,-0.8246138095855713,6.732398986816406
2,ale_19_0_c,control,5,-0.6793270111083984,7.089221000671387
2,ale_19_0_c,control,6,-0.8536052703857422,7.920323371887207
2,ale_19_0_c,control,7,-0.4895038604736328,7.980190753936768
2,ale_19_0_c,control,8,-0.7024617195129395,5.834733963012695
2,ale_19_0_c,control,9,-0.40579700469970703,4.730133533477783
2,ale_19_0_c,control,10,-0.7163445949554443,4.236078262329102
2,ale_19_0_c,control,11,-0.13018560409545898,1.8802152872085571
2,ale_19_0_c,control,12,-0.2200303077697754,2.0079360008239746
2,ale_19_0_c,control,13,-3.1007437705993652,7.202775001525879
2,ale_19_0_c,control,14,-3.587249755859375,6.925824165344238
2,ale_19_0_c,control,15,-2.508315086364746,5.0476250648498535
2,ale_19_0_c,control,16,-3.1534953117370605,9.355287551879883
2,ale_19_0_c,control,17,-1.4526033401489258,7.7005767822265625
2,ale_19_0_c,control,18,-0.10862922668457031,6.501338005065918
2,ale_19_0_c,control,19,-0.7754440307617188,3.4078562259674072
2,ale_19_0_c,control,20,-0.8721370697021484,3.0032169818878174
2,ale_19_0_c,control,21,-2.634672164916992,2.416653633117676
2,ale_19_0_c,control,22,-1.729933738708496,1.9870080947875977
2,ale_19_0_c,control,23,-3.4938230514526367,1.5630861520767212
2,ale_19_0_c,control,24,-4.047025680541992,0.8454444408416748
2,ale_19_0_c,control,25,-4.310336112976074,1.3259133100509644
2,ale_19_0_c,control,26,-3.8993282318115234,0.8368814587593079
2,ale_19_0_c,control,27,-3.699770927429199,0.8564196825027466
2,ale_19_0_c,control,28,-4.930741786956787,1.9552345275878906
2,ale_19_0_c,control,29,-6.915744781494141,1.50801682472229
2,ale_19_0_c,control,30,-11.648513793945312,0.11930883675813675
2,ale_19_0_c,control,-1,-13.223268508911133,0.16927935183048248
3,ale_05_0_u,uncertain,0,0.43668603897094727,7.4745917320251465
3,ale_05_0_u,uncertain,1,-0.105712890625,0.05025812238454819
3,ale_05_0_u,uncertain,2,-1.089219093322754,9.730669021606445
3,ale_05_0_u,uncertain,3,-0.2213296890258789,9.978949546813965
3,ale_05_0_u,uncertain,4,-0.8404326438903809,6.5310845375061035
3,ale_05_0_u,uncertain,5,-0.7718198299407959,6.8758158683776855
3,ale_05_0_u,uncertain,6,-1.015319585800171,7.546293258666992
3,ale_05_0_u,uncertain,7,-0.8333117961883545,7.712170600891113
3,ale_05_0_u,uncertain,8,-0.6752915382385254,5.289809226989746
3,ale_05_0_u,uncertain,9,-0.5397162437438965,3.7740097045898438
3,ale_05_0_u,uncertain,10,-0.8047823905944824,4.052619457244873
3,ale_05_0_u,uncertain,11,0.281893253326416,2.4958293437957764
3,ale_05_0_u,uncertain,12,1.2558250427246094,2.568916082382202
3,ale_05_0_u,uncertain,13,-1.3540611267089844,8.626230239868164
3,ale_05_0_u,uncertain,14,-2.4772353172302246,8.924201965332031
3,ale_05_0_u,uncertain,15,-1.9712085723876953,8.34825611114502
3,ale_05_0_u,uncertain,16,-2.577409267425537,9.372264862060547
3,ale_05_0_u,uncertain,17,-2.4689245223999023,8.764447212219238
3,ale_05_0_u,uncertain,18,-1.7863225936889648,8.39818000793457
3,ale_05_0_u,uncertain,19,-1.9644718170166016,3.461660385131836
3,ale_05_0_u,uncertain,20,-2.7328834533691406,2.632397174835205
3,ale_05_0_u,uncertain,21,-0.7889728546142578,1.3843865394592285
3,ale_05_0_u,uncertain,22,-0.8335895538330078,1.723092794418335
3,ale_05_0_u,uncertain,23,-0.6968040466308594,0.999706506729126
3,ale_05_0_u,uncertain,24,-0.44745826721191406,1.4228235483169556
3,ale_05_0_u,uncertain,25,-0.009510040283203125,1.129604697227478
3,ale_05_0_u,uncertain,26,0.2320384979248047,1.503271222114563
3,ale_05_0_u,uncertain,27,-0.2052745819091797,1.6311018466949463
3,ale_05_0_u,uncertain,28,-0.1264781951904297,1.5194047689437866
3,ale_05_0_u,uncertain,29,-1.3814411163330078,1.4665393829345703
3,ale_05_0_u,uncertain,30,-3.677456855773926,1.7831073999404907
3,ale_05_0_u,uncertain,-1,-5.342952728271484,2.100151538848877
3,ale_05_0_c,control,0,0.4484124183654785,7.559131622314453
3,ale_05_0_c,control,1,-0.10533523559570312,0.05356163531541824
3,ale_05_0_c,control,2,-1.065223217010498,9.734151840209961
3,ale_05_0_c,control,3,-0.2124485969543457,10.04989242553711
3,ale_05_0_c,control,4,-0.7908968925476074,6.596896648406982
3,ale_05_0_c,control,5,-0.6952359676361084,6.882511138916016
3,ale_05_0_c,control,6,-0.9269890785217285,7.684841632843018
3,ale_05_0_c,control,7,-0.483504056930542,7.789690971374512
3,ale_05_0_c,control,8,-0.5823988914489746,5.9636359214782715
3,ale_05_0_c,control,9,-0.3014242649078369,4.931095123291016
3,ale_05_0_c,control,10,-0.6978771686553955,4.747499942779541
3,ale_05_0_c,control,11,-0.03714466094970703,2.468475341796875
3,ale_05_0_c,control,12,-0.3505101203918457,2.3045222759246826
3,ale_05_0_c,control,13,-3.438119888305664,8.761415481567383
3,ale_05_0_c,control,14,-3.515944480895996,8.465056419372559
3,ale_05_0_c,control,15,-1.9433283805847168,3.875288486480713
3,ale_05_0_c,control,16,-3.4953789710998535,9.394227981567383
3,ale_05_0_c,control,17,-1.5451059341430664,8.351617813110352
3,ale_05_0_c,control,18,-0.27774524688720703,6.527685165405273
3,ale_05_0_c,control,19,-1.1498193740844727,3.466858148574829
3,ale_05_0_c,control,20,-1.5191478729248047,1.8699504137039185
3,ale_05_0_c,control,21,-1.2281455993652344,0.8015368580818176
3,ale_05_0_c,control,22,-1.0394344329833984,1.0038368701934814
3,ale_05_0_c,control,23,-0.228912353515625,1.199616551399231
3,ale_05_0_c,control,24,0.20635604858398438,1.1516810655593872
3,ale_05_0_c,control,25,0.0821380615234375,1.0717315673828125
3,ale_05_0_c,control,26,0.36752891540527344,0.6527122259140015
3,ale_05_0_c,control,27,0.3064994812011719,0.756043553352356
3,ale_05_0_c,control,28,0.5479812622070312,0.09036339074373245
3,ale_05_0_c,control,29,-0.031248092651367188,0.041613779962062836
3,ale_05_0_c,control,30,-2.277634620666504,0.07747505605220795
3,ale_05_0_c,control,-1,-3.1443347930908203,0.37134552001953125
4,ale_14_3_u,uncertain,0,0.4485816955566406,7.61275053024292
4,ale_14_3_u,uncertain,1,-0.12020111083984375,0.05598827451467514
4,ale_14_3_u,uncertain,2,-1.0395607948303223,9.790496826171875
4,ale_14_3_u,uncertain,3,-0.28928470611572266,9.967653274536133
4,ale_14_3_u,uncertain,4,-1.0245356559753418,6.544296741485596
4,ale_14_3_u,uncertain,5,-0.8673269748687744,6.678880214691162
4,ale_14_3_u,uncertain,6,-1.2674531936645508,7.237517356872559
4,ale_14_3_u,uncertain,7,-1.0147583484649658,7.446169853210449
4,ale_14_3_u,uncertain,8,-0.8557033538818359,3.591715097427368
4,ale_14_3_u,uncertain,9,-0.9428296089172363,3.748155117034912
4,ale_14_3_u,uncertain,10,-1.1837654113769531,3.652650833129883
4,ale_14_3_u,uncertain,11,-0.4609665870666504,3.047919750213623
4,ale_14_3_u,uncertain,12,0.3956007957458496,2.3229572772979736
4,ale_14_3_u,uncertain,13,-1.2698688507080078,8.384075164794922
4,ale_14_3_u,uncertain,14,-2.6926798820495605,8.984766006469727
4,ale_14_3_u,uncertain,15,-2.203555107116699,8.531731605529785
4,ale_14_3_u,uncertain,16,-2.421637535095215,9.564889907836914
4,ale_14_3_u,uncertain,17,-2.3888931274414062,8.822271347045898
4,ale_14_3_u,uncertain,18,-1.340087890625,8.127663612365723
4,ale_14_3_u,uncertain,19,-0.9958648681640625,0.9877216815948486
4,ale_14_3_u,uncertain,20,-2.2235260009765625,0.3523380160331726
4,ale_14_3_u,uncertain,21,-2.112460136413574,1.5975555181503296
4,ale_14_3_u,uncertain,22,-1.8786373138427734,0.7533466219902039
4,ale_14_3_u,uncertain,23,-2.5240020751953125,0.8549463748931885
4,ale_14_3_u,uncertain,24,-2.7929553985595703,1.0924290418624878
4,ale_14_3_u,uncertain,25,-2.8174657821655273,1.352008581161499
4,ale_14_3_u,uncertain,26,-2.0531005859375,1.6234959363937378
4,ale_14_3_u,uncertain,27,-2.8226585388183594,2.0656309127807617
4,ale_14_3_u,uncertain,28,-3.5778379440307617,1.386988878250122
4,ale_14_3_u,uncertain,29,-5.926971912384033,0.6052855849266052
4,ale_14_3_u,uncertain,30,-10.205504417419434,0.933982253074646
4,ale_14_3_u,uncertain,-1,-9.617757797241211,0.9555453062057495
4,ale_14_3_c,control,0,0.4471721649169922,7.371718406677246
4,ale_14_3_c,control,1,-0.11478614807128906,0.05759034305810928
4,ale_14_3_c,control,2,-1.068984031677246,9.716318130493164
4,ale_14_3_c,control,3,-0.2580256462097168,9.99557876586914
4,ale_14_3_c,control,4,-0.9526791572570801,6.616759777069092
4,ale_14_3_c,control,5,-0.7500977516174316,6.635328769683838
4,ale_14_3_c,control,6,-1.1403627395629883,7.094549179077148
4,ale_14_3_c,control,7,-0.6198329925537109,7.293082237243652
4,ale_14_3_c,control,8,-0.6937308311462402,3.656874179840088
4,ale_14_3_c,control,9,-0.7331383228302002,4.481393337249756
4,ale_14_3_c,control,10,-0.8585586547851562,2.6437642574310303
4,ale_14_3_c,control,11,-0.5437154769897461,0.9193265438079834
4,ale_14_3_c,control,12,-0.5754880905151367,1.7790346145629883
4,ale_14_3_c,control,13,-3.0857410430908203,7.765284538269043
4,ale_14_3_c,control,14,-3.331303596496582,8.74420166015625
4,ale_14_3_c,control,15,-2.3798160552978516,7.137574672698975
4,ale_14_3_c,control,16,-3.634653091430664,9.831819534301758
4,ale_14_3_c,control,17,-3.262547492980957,9.649593353271484
4,ale_14_3_c,control,18,-2.1342544555664062,9.61065673828125
4,ale_14_3_c,control,19,-2.071446418762207,6.561644554138184
4,ale_14_3_c,control,20,-2.1679773330688477,3.8776941299438477
4,ale_14_3_c,control,21,-4.816961765289307,4.1195573806762695
4,ale_14_3_c,control,22,-3.6913890838623047,0.9442879557609558
4,ale_14_3_c,control,23,-5.3092756271362305,0.9398626685142517
4,ale_14_3_c,control,24,-5.675354480743408,1.3649342060089111
4,ale_14_3_c,control,25,-5.724939346313477,1.2561157941818237
4,ale_14_3_c,control,26,-4.776983261108398,0.662988007068634
4,ale_14_3_c,control,27,-5.734460353851318,1.9086494445800781
4,ale_14_3_c,control,28,-7.079548358917236,1.4989818334579468
4,ale_14_3_c,control,29,-8.19626522064209,0.9286348819732666
4,ale_14_3_c,control,30,-12.42240047454834,0.15611876547336578
4,ale_14_3_c,control,-1,-13.403186798095703,0.2613197863101959
5,ale_18_1_u,uncertain,0,0.4509601593017578,6.961165904998779
5,ale_18_1_u,uncertain,1,-0.13702011108398438,0.04655708372592926
5,ale_18_1_u,uncertain,2,-1.152073860168457,9.555867195129395
5,ale_18_1_u,uncertain,3,-0.28615427017211914,9.853010177612305
5,ale_18_1_u,uncertain,4,-0.7557544708251953,6.880914211273193
5,ale_18_1_u,uncertain,5,-0.8464462757110596,7.152430534362793
5,ale_18_1_u,uncertain,6,-0.8690481185913086,7.904777526855469
5,ale_18_1_u,uncertain,7,-0.39018797874450684,8.066226959228516
5,ale_18_1_u,uncertain,8,-0.5102214813232422,4.980197906494141
5,ale_18_1_u,uncertain,9,-0.6085190773010254,3.42698073387146
5,ale_18_1_u,uncertain,10,-0.340620756149292,5.8275465965271
5,ale_18_1_u,uncertain,11,0.754082202911377,4.107365131378174
5,ale_18_1_u,uncertain,12,1.6029198169708252,4.918205261230469
5,ale_18_1_u,uncertain,13,-1.0786972045898438,8.900827407836914
5,ale_18_1_u,uncertain,14,-1.4066457748413086,9.330856323242188
5,ale_18_1_u,uncertain,15,-2.8579764366149902,9.494275093078613
5,ale_18_1_u,uncertain,16,-1.1117215156555176,10.038467407226562
5,ale_18_1_u,uncertain,17,0.5712041854858398,8.873066902160645
5,ale_18_1_u,uncertain,18,1.3725090026855469,9.31023120880127
5,ale_18_1_u,uncertain,19,1.5517654418945312,2.596194267272949
5,ale_18_1_u,uncertain,20,2.3012771606445312,1.3646421432495117
5,ale_18_1_u,uncertain,21,2.4588584899902344,0.5062259435653687
5,ale_18_1_u,uncertain,22,1.5870380401611328,3.589031457901001
5,ale_18_1_u,uncertain,23,2.0717620849609375,0.3570982813835144
5,ale_18_1_u,uncertain,24,2.770580291748047,1.7110319137573242
5,ale_18_1_u,uncertain,25,3.396116256713867,1.645301342010498
5,ale_18_1_u,uncertain,26,3.372161865234375,0.6604905128479004
5,ale_18_1_u,uncertain,27,3.35894775390625,1.5848026275634766
5,ale_18_1_u,uncertain,28,2.5596981048583984,1.8174970149993896
5,ale_18_1_u,uncertain,29,2.021500587463379,1.8214972019195557
5,ale_18_1_u,uncertain,30,1.1795721054077148,1.232994556427002
5,ale_18_1_u,uncertain,-1,2.0814599990844727,1.240751028060913
5,ale_18_1_c,control,0,0.4297661781311035,6.849834442138672
5,ale_18_1_c,control,1,-0.13647842407226562,0.04588290676474571
5,ale_18_1_c,control,2,-1.1823463439941406,9.572129249572754
5,ale_18_1_c,control,3,-0.2759575843811035,9.904339790344238
5,ale_18_1_c,control,4,-0.7309427261352539,7.030467987060547
5,ale_18_1_c,control,5,-0.9741475582122803,6.94010066986084
5,ale_18_1_c,control,6,-1.0740277767181396,7.620367527008057
5,ale_18_1_c,control,7,-0.27816081047058105,7.931027412414551
5,ale_18_1_c,control,8,-0.2522759437561035,5.878890037536621
5,ale_18_1_c,control,9,-0.3109440803527832,5.512806415557861
5,ale_18_1_c,control,10,-0.1456437110900879,5.96850061416626
5,ale_18_1_c,control,11,0.9174332618713379,2.6869781017303467
5,ale_18_1_c,control,12,0.8506064414978027,2.8420209884643555
5,ale_18_1_c,control,13,-1.8183789253234863,9.035228729248047
5,ale_18_1_c,control,14,-0.9803004264831543,9.204488754272461
5,ale_18_1_c,control,15,-2.285245418548584,9.257000923156738
5,ale_18_1_c,control,16,-1.8451108932495117,9.690645217895508
5,ale_18_1_c,control,17,-0.5361084938049316,8.66316032409668
5,ale_18_1_c,control,18,-0.4871792793273926,8.772510528564453
5,ale_18_1_c,control,19,-0.4236283302307129,3.5586986541748047
5,ale_18_1_c,control,20,0.22583293914794922,2.5755858421325684
5,ale_18_1_c,control,21,0.48363780975341797,1.6469935178756714
5,ale_18_1_c,control,22,1.0413904190063477,3.403531551361084
5,ale_18_1_c,control,23,1.3198137283325195,1.2749524116516113
5,ale_18_1_c,control,24,2.3339452743530273,1.433943510055542
5,ale_18_1_c,control,25,3.0742740631103516,0.8208181858062744
5,ale_18_1_c,control,26,2.6582107543945312,0.7169251441955566
5,ale_18_1_c,control,27,2.742216110229492,0.27993449568748474
5,ale_18_1_c,control,28,2.3201828002929688,0.9039893746376038
5,ale_18_1_c,control,29,1.5102453231811523,0.6115720868110657
5,ale_18_1_c,control,30,0.7583770751953125,1.1426302194595337
5,ale_18_1_c,control,-1,1.718820571899414,0.9173274636268616
6,ale_05_2_u,uncertain,0,0.4519691467285156,7.046421527862549
6,ale_05_2_u,uncertain,1,-0.10676383972167969,0.05043523758649826
6,ale_05_2_u,uncertain,2,-1.046462059020996,9.908221244812012
6,ale_05_2_u,uncertain,3,-0.2685365676879883,9.934788703918457
6,ale_05_2_u,uncertain,4,-0.892582893371582,6.383430480957031
6,ale_05_2_u,uncertain,5,-0.9784364700317383,6.241939544677734
6,ale_05_2_u,uncertain,6,-1.284296989440918,7.060161590576172
6,ale_05_2_u,uncertain,7,-0.7517786026000977,6.963201999664307
6,ale_05_2_u,uncertain,8,-0.7120485305786133,5.58635950088501
6,ale_05_2_u,uncertain,9,-0.7584295272827148,4.657047748565674
6,ale_05_2_u,uncertain,10,-0.9171299934387207,4.630953311920166
6,ale_05_2_u,uncertain,11,0.5740096569061279,4.0220723152160645
6,ale_05_2_u,uncertain,12,1.3920378684997559,3.3206400871276855
6,ale_05_2_u,uncertain,13,-2.799393653869629,9.674346923828125
6,ale_05_2_u,uncertain,14,-3.116734504699707,9.30080795288086
6,ale_05_2_u,uncertain,15,-2.3493824005126953,9.177389144897461
6,ale_05_2_u,uncertain,16,-2.9235849380493164,9.222184181213379
6,ale_05_2_u,uncertain,17,-2.7746896743774414,8.979166030883789
6,ale_05_2_u,uncertain,18,-2.0054941177368164,7.682115077972412
