Frequency-neuron causal test
unigram: /marimo/repo/results/unigram_logfreq_43be1456fdd4.npy

Weight-space freq_corr vs causal slope [raw d_elogu] across 72 candidates: Pearson r=0.018 (p=0.88), Spearman rho=0.163 (p=0.17); sign agreement among FREQ-NEURON-LIKE 0.64
Weight-space freq_corr vs causal slope [d_elogu BEYOND temperature-matched baseline] across 72 candidates: Pearson r=0.014 (p=0.9), Spearman rho=0.221 (p=0.062); sign agreement among FREQ-NEURON-LIKE 0.73
|causal elogu slope| per sigma: FREQ-NEURON-LIKE (n=11) 0.0027 | other candidates (n=56) 0.0051 | random controls (n=10) 0.0009
sign agreement (weight score vs causal slope) among FREQ-NEURON-LIKE: 0.64

 neuron_id  is_candidate  freq_corr  abs_freq_corr_pctile  d_elogu_beyond_temp_slope_per_sigma  d_elogu_beyond_temp_slope_p  d_elogu_slope_per_sigma  d_elogu_slope_p  d_kl_slope_per_sigma  d_kl_slope_p  d_entropy_slope_per_sigma  d_elogu_mean_ablation  d_elogu_mean_ablation_p
L29_N11909          True      -0.54                   100                            -0.003038                       0.0002                 -0.00312        0.0003999               0.00829        0.0002                   -0.00517              -0.003198                   0.2324
 L24_N7717          True  -0.009241                   9.6                             0.002904                    0.0007998                 0.002655         0.002999             -0.004017        0.0016                   0.001361              -0.005139                   0.1422
 L26_N2788          True   -0.09167                  74.3                            -0.002855                    0.0005999                -0.003011           0.0024               0.00294        0.0132                  7.035e-05               -0.00204                   0.5475
L20_N12149         False        NaN                   NaN                             -0.00242                       0.0012                -0.002106           0.0144              0.002756       0.03019                 -0.0006508               -0.00227                   0.4411
 L24_N7891          True     0.1499                  91.6                             0.002364                     0.008398                 0.002222           0.0228             -0.003381        0.0178                   0.001159             -0.0004603                   0.8752
 L31_N6772          True    -0.0376                  35.7                             0.002202                       0.0002                 0.002581           0.0002             -0.001755        0.0248                 -0.0008258              -0.003598                    0.024
L31_N12850          True    -0.6445                   100                              -0.0021                     0.003199                -0.003069           0.0002             -0.001847       0.07978                   0.004917              -0.001087                   0.4833
L23_N12855          True    0.03842                  36.4                             0.002099                     0.004999                 0.001778          0.03159              -0.00375        0.0022                   0.001972              -0.005563                  0.09218
 L30_N1777          True    -0.5041                   100                            -0.002003                     0.003999                -0.001786          0.03359              0.002762        0.0138                 -0.0009765              -0.003434                   0.3057
  L29_N987          True   -0.02616                  26.8                             0.001993                     0.003799                 0.001965           0.0176             -0.004315        0.0002                    0.00235              -0.005383                  0.03999
 L20_N1399          True    0.04857                  44.8                             0.001943                     0.007598                  0.00194           0.0102             -0.003634      0.003399                   0.001695              -0.003001                   0.2937
 L29_N8568          True     0.1545                  92.7                             0.001677                       0.0162                 0.001468          0.06759              -0.00124        0.2639                 -0.0002279              -0.001766                   0.5803
 L31_N3330          True    -0.4468                  99.8                             0.001648                       0.0132                0.0009409           0.1366             -0.004828        0.0002                   0.003887             -0.0004298                   0.6961
L26_N10829          True   -0.03097                  30.7                             0.001571                       0.0216                 0.001424          0.09158             -0.001262        0.3191                 -0.0001625              -0.004277                   0.1282
 L28_N1424         False        NaN                   NaN                            -0.001548                      0.03019                -0.001797           0.0148              0.002045       0.09258                 -0.0002484              -0.001744                   0.5977
 L21_N5870          True     0.1218                    85                             0.001535                      0.07538                 0.001782          0.05319              -0.00215        0.1444                  0.0003679              -0.001607                   0.6101
  L20_N488         False        NaN                   NaN                            -0.001525                      0.05959                -0.001548          0.08878              0.003347      0.008998                  -0.001799              -0.007487                   0.0208
  L26_N783          True     0.1003                  78.6                             0.001322                      0.08738                 0.001404          0.09218             -0.003184      0.007399                    0.00178              -0.002975                   0.3861
L27_N10181          True   0.005268                   5.5                             0.001251                       0.1414                0.0008383           0.3781              -0.00288       0.02899                   0.002042              -0.002585                   0.3995
 L30_N1457          True     0.4705                  99.9                             0.001176                       0.1192                   0.0029           0.0018              0.006234        0.0002                  -0.009134              -0.002425                   0.4173
 L20_N4253          True    -0.2612                  99.5                             0.001158                      0.08638                 0.001053           0.1916             -0.001558        0.1546                  0.0005054               -0.01038                 0.002599
 L20_N5554          True   -0.01937                  20.2                            -0.001101                        0.177                -0.001366           0.1296              0.001153        0.3811                  0.0002138              -0.001166                   0.7349
L20_N12894          True  -0.007604                   7.7                            0.0009697                       0.1964                 0.001058           0.2298             -0.000331          0.77                 -0.0007275              0.0002242                   0.9454
L30_N13513          True  -0.008043                   8.7                            0.0009428                       0.1836                0.0009494           0.2581             0.0003257        0.7794                  -0.001275              -0.003732                    0.115
 L25_N5252          True    0.09303                  74.9                            0.0009354                       0.2148                 0.001097           0.1938            -0.0009511        0.4519                  -0.000146              -0.006168                  0.05159
 L24_N3356          True     0.0945                  75.6                            0.0009186                       0.2254                 0.001249           0.1288             -0.001454        0.1838                  0.0002054              -0.007912                   0.0172
  L22_N623          True   -0.02598                  26.7                           -0.0008224                       0.2194                -0.001047           0.1562              0.001088        0.2909                 -4.112e-05              -0.001953                   0.5335
 L21_N6169          True    0.02836                    29                           -0.0007871                       0.3243                -0.001082           0.2112              0.001115        0.4685                 -3.284e-05              -0.004635                   0.2042
 L30_N1824         False        NaN                   NaN                            0.0007335                       0.2358                 0.000772            0.245            -5.055e-05          0.96                 -0.0007214              -0.005528                   0.0166
L21_N12508          True    -0.1373                  89.4                           -0.0007227                       0.2855               -0.0005031           0.5085              0.002025       0.09178                  -0.001521              -0.002041                   0.5371
 L31_N1679         False        NaN                   NaN                           -0.0007188                       0.2865               -0.0006882           0.2885              0.001599       0.06299                 -0.0009109              -0.001605                   0.2332
 L20_N5595          True     0.1713                  95.1                            0.0007147                       0.3865                0.0009021           0.3435             0.0008566        0.5255                  -0.001759              -0.005203                  0.05499
L30_N10312          True    -0.0868                  71.9                            0.0007096                       0.3035                0.0007965           0.2879             -0.001553        0.1816                  0.0007568              -0.001343                   0.5873
 L20_N2742          True     0.1177                  83.5                            0.0006668                       0.3733                0.0009017           0.3141             6.453e-05         0.963                 -0.0009662               -0.00851                   0.0206
L29_N13254          True    0.07801                  66.6                            0.0006598                       0.3509                0.0004474           0.5925            -6.081e-05         0.946                 -0.0003866              -0.001902                   0.4623
L29_N11308          True    0.06137                  55.6                            0.0006577                       0.2925                0.0007872           0.2513            -0.0002923        0.7864                 -0.0004949                0.00109                   0.6331
L20_N10638          True    0.07644                  65.7                           -0.0006381                       0.4505               -0.0003334           0.7317              0.002334        0.1014                  -0.002001              -0.006949                  0.03619
 L30_N6621          True    -0.1317                  87.6                           -0.0006318                       0.3619                -0.001135           0.1618              -0.00607        0.0002                   0.007205             -0.0002972                   0.9254
L28_N14203          True    -0.1615                  94.2                           -0.0006277                       0.3749               -0.0001737           0.8388              0.001357        0.2302                  -0.001183              -0.001712                   0.5943
L30_N12135         False        NaN                   NaN                           -0.0005972                       0.2767               -0.0004082           0.4579             0.0003969        0.6061                  1.136e-05              -0.004079                  0.06739
 L30_N5509          True     0.1508                    92                            0.0005959                       0.4379               -0.0009304           0.3131              -0.01121        0.0002                    0.01214             -0.0009339                    0.779
L30_N13647          True     0.1676                  94.6                           -0.0005889                       0.3293               -0.0005747           0.3759              0.001605       0.07219                   -0.00103              -0.001513                   0.5421
L30_N13098          True    -0.1396                  90.2                           -0.0005304                       0.4387                -0.000105           0.8826             0.0004821        0.6457                 -0.0003771             -0.0004093                   0.8738
 L21_N3582         False        NaN                   NaN                           -0.0004858                       0.5125               -0.0007522           0.3995             0.0008676        0.4971                 -0.0001153              -0.008017                   0.0226
L29_N10092          True    -0.4099                  99.8                            0.0004798                       0.5305                0.0007896           0.3047             0.0002967        0.7862                  -0.001086              -0.005065                  0.07578
L20_N10757          True    0.01779                  18.9                           -0.0004782                       0.5307               -0.0006604           0.4095             0.0005855        0.6535                    7.5e-05              -0.004825                   0.2214
 L20_N3833          True   -0.02253                  23.1                            0.0004432                       0.6157                  0.00089           0.3521              4.65e-05        0.9724                 -0.0009365              -0.003807                   0.2581
 L21_N3481          True   -0.02545                    26                            -0.000411                       0.5863               -0.0007167           0.4111             0.0001628         0.888                  0.0005539              -0.002552                   0.3729
 L20_N1001          True   -0.02656                  27.4                           -0.0004062                       0.5539               -0.0002745           0.7281             0.0007521        0.5301                 -0.0004776              -0.003305                   0.2478
 L20_N9252          True    -0.1448                  90.7                            -0.000404                       0.5485                -0.000545           0.5159              0.001217        0.2501                 -0.0006717               0.002893                   0.2641
L29_N12010          True    -0.1014                  78.8                           -0.0003558                       0.6177                -0.002648        0.0005999             -0.009996        0.0002                    0.01264              -0.005589                   0.1014
 L21_N5643          True    0.08574                  71.3                            -0.000337                       0.6201               -0.0006321           0.3787            -0.0001286        0.9054                  0.0007607              -0.002291                   0.5271
L29_N10191          True     0.1556                    93                            -0.000335                       0.6157                -0.001343          0.04879             -0.003805     0.0007998                   0.005148              -0.002078                   0.4491
 L29_N9228          True     0.2063                  98.4                            0.0003129                       0.6415                0.0001061            0.884              0.001166        0.3259                  -0.001272              -0.003625                   0.2521
 L29_N6912         False        NaN                   NaN                            0.0002844                       0.6613                6.749e-05           0.9252            -0.0001753        0.8472                  0.0001078              2.894e-05                   0.9924
 L24_N4012         False        NaN                   NaN                           -0.0002557                       0.7325                -0.000333           0.6997              0.002121       0.05179                  -0.001788              -0.004028                   0.2082
L26_N11628          True    0.02703                  27.6                            0.0002547                       0.7423                0.0001514            0.848             0.0004026        0.7443                  -0.000554             -0.0002246                   0.9388
L27_N12404          True    -0.2092                  98.5                           -0.0002543                       0.7355                6.534e-05           0.9346            -0.0002519         0.844                  0.0001865              -0.003551                   0.3377
 L31_N3300          True     0.0212                  22.2                            -0.000244                       0.5779               -0.0003434           0.5055             0.0007215        0.3003                 -0.0003781              -0.003564                  0.04599
L20_N12270          True     0.1419                  90.6                            0.0002371                       0.7455               -0.0004103           0.6323            -0.0008256        0.5141                   0.001236              -0.001906                   0.5467
 L30_N3533          True    0.04401                  40.8                             0.000226                       0.7594                8.059e-05           0.9266            -0.0004648        0.6629                  0.0003842              0.0001882                    0.943
L21_N10092          True     0.0353                  34.1                           -0.0002134                       0.7872               -0.0004751           0.5863            -0.0009956        0.4609                   0.001471               -0.00407                   0.2328
L26_N11322          True     0.1779                  95.6                            0.0002091                       0.7654                9.744e-05           0.9024             4.061e-05        0.9768                 -0.0001381              -0.001104                   0.7259
L23_N13240          True     -0.139                  90.1                            0.0001874                       0.8246                0.0004034           0.6507              0.001043        0.4667                  -0.001446              -0.005535                   0.1008
  L30_N236          True  -0.002084                     2                           -0.0001752                        0.772               -0.0005577           0.4525            -0.0001733         0.847                  0.0007309               -0.00334                  0.09998
 L23_N2286         False        NaN                   NaN                           -0.0001647                       0.8176               -0.0003442           0.6761             -0.002079       0.09038                   0.002423              -0.009386                 0.007798
 L20_N4769          True     0.1253                  85.8                            0.0001383                       0.8544                3.513e-05           0.9676            -0.0007019        0.5763                  0.0006667              -0.004517                   0.2306
 L30_N7102          True    -0.2711                  99.5                           -0.0001128                       0.8622                9.942e-05            0.894              0.002051       0.05659                  -0.002151               7.79e-05                   0.9774
L28_N11622          True    0.06984                  61.8                           -0.0001047                       0.8752               -6.831e-06           0.9922              0.000775        0.4789                 -0.0007682              -0.004559                   0.1646
L29_N13925          True    -0.0963                  76.8                            3.171e-05                       0.9678               -7.486e-05           0.9334            -0.0008004        0.4707                  0.0008752              -0.002444                   0.3537
