Frequency-neuron causal test
unigram: /marimo/repo/results/unigram_logfreq_43be1456fdd4.npy

Weight-space freq_corr vs causal slope [raw d_elogu] across 72 candidates: Pearson r=0.387 (p=0.00078), Spearman rho=0.186 (p=0.12); sign agreement among FREQ-NEURON-LIKE 0.73
Weight-space freq_corr vs causal slope [d_elogu BEYOND temperature-matched baseline] across 72 candidates: Pearson r=0.363 (p=0.0017), Spearman rho=0.175 (p=0.14); sign agreement among FREQ-NEURON-LIKE 0.82
|causal elogu slope| per sigma: FREQ-NEURON-LIKE (n=11) 0.0008 | other candidates (n=56) 0.0004 | random controls (n=10) 0.0002
sign agreement (weight score vs causal slope) among FREQ-NEURON-LIKE: 0.73

 neuron_id  is_candidate  freq_corr  abs_freq_corr_pctile  d_elogu_beyond_temp_slope_per_sigma  d_elogu_beyond_temp_slope_p  d_elogu_slope_per_sigma  d_elogu_slope_p  d_kl_slope_per_sigma  d_kl_slope_p  d_entropy_slope_per_sigma  d_elogu_mean_ablation  d_elogu_mean_ablation_p
L23_N13240          True     -0.139                  90.1                            0.0007278                      0.05399                0.0008373          0.07938              -0.01044        0.0002                   0.009606                 0.0019                  0.07379
L27_N10181          True   0.005268                   5.5                             0.000706                       0.0186                0.0006625          0.07698             -0.003715        0.0024                   0.003053              0.0007171                   0.5259
 L20_N5595          True     0.1713                  95.1                            0.0006638                       0.0172                0.0006282          0.05519             4.242e-05        0.9636                 -0.0006707                0.00165                   0.1142
 L30_N5509          True     0.1508                    92                            0.0006392                     0.009598                0.0006283          0.07319             -0.009728        0.0002                   0.009099               0.001894                  0.04919
 L23_N2286         False        NaN                   NaN                           -0.0006308                    0.0003999               -0.0006453         0.002799             0.0001086           0.9                  0.0005367               0.001278                    0.134
 L20_N9252          True    -0.1448                  90.7                           -0.0005204                       0.0144               -0.0006999         0.007598            -0.0006226        0.5093                   0.001323              0.0008933                   0.3725
  L31_N271          True  -0.007147                   7.2                           -0.0005083                     0.002999               -0.0004632          0.04219             -0.001913        0.0102                   0.002376              0.0003607                   0.2641
 L21_N6169          True    0.02836                    29                           -0.0004098                        0.016               -0.0003803           0.1022              0.001172        0.1462                 -0.0007917              0.0009328                   0.4711
L20_N12894          True  -0.007604                   7.7                            0.0003963                      0.07738                0.0003271           0.2559            -0.0001158        0.8848                 -0.0002112              0.0006355                   0.5759
L20_N10638          True    0.07644                  65.7                            0.0003941                      0.05279                0.0003257           0.2781             -0.001196        0.2509                  0.0008704               0.001256                   0.2212
L29_N11308          True    0.06137                  55.6                            0.0003756                      0.06979                 0.000244           0.3367             -0.003774        0.0002                    0.00353              0.0004142                   0.6997
 L21_N3481          True   -0.02545                    26                           -0.0003731                      0.03179               -0.0001836           0.5063              0.009844        0.0002                   -0.00966               0.001477                   0.1952
L27_N12404          True    -0.2092                  98.5                           -0.0003581                      0.03379               -0.0004201          0.04479             0.0002447        0.7538                  0.0001754               0.001931                  0.04099
 L21_N5870          True     0.1218                    85                            0.0003542                       0.0142                9.321e-05           0.6527             -0.001994        0.0152                     0.0019               0.001813                  0.06259
L23_N12855          True    0.03842                  36.4                           -0.0003429                       0.1548               -0.0005123          0.09378             0.0007099        0.5137                 -0.0001977               0.001235                   0.2907
L30_N13098          True    -0.1396                  90.2                           -0.0003258                      0.09538               -0.0003932           0.1256             0.0008333        0.2368                 -0.0004402               0.001395                  0.09578
 L31_N3300          True     0.0212                  22.2                           -0.0003111                      0.05939               -0.0005343         0.005199              0.000287        0.7387                  0.0002472               0.001153                   0.0234
 L20_N5554          True   -0.01937                  20.2                            0.0003105                       0.1672                0.0004911          0.05819            -0.0005709        0.5123                  7.974e-05               0.002438                   0.0188
L29_N12010          True    -0.1014                  78.8                              0.00031                       0.2715               -3.528e-05           0.9232              -0.01163        0.0002                    0.01167              0.0004887                   0.5941
 L30_N1457          True     0.4705                  99.9                            0.0003064                       0.2929                0.0008496          0.04439                0.0131        0.0002                   -0.01395             -0.0008276                   0.2513
 L20_N3833          True   -0.02253                  23.1                            0.0002974                      0.05639                 0.000339           0.1352            -0.0009955        0.2975                  0.0006565              0.0004272                   0.6729
  L22_N623          True   -0.02598                  26.7                            0.0002889                       0.1576                0.0006773         0.008198            -0.0008825        0.3549                  0.0002051              0.0002009                   0.8668
 L20_N4769          True     0.1253                  85.8                           -0.0002857                        0.137               -0.0004975          0.05579            -0.0001707        0.8266                  0.0006681              0.0005901                   0.5957
 L21_N3582         False        NaN                   NaN                           -0.0002843                        0.186               -0.0001656           0.5007             0.0001909        0.8024                 -2.525e-05               0.001261                   0.3037
 L24_N7891          True     0.1499                  91.6                           -0.0002485                       0.1922                4.297e-05           0.8564             0.0005314        0.5675                 -0.0005744               0.001943                  0.03119
 L30_N1777          True    -0.5041                   100                           -0.0002446                       0.1854               -0.0002504           0.4043              0.004859     0.0003999                  -0.004609               0.001188                   0.2408
L21_N12508          True    -0.1373                  89.4                            0.0002368                         0.24                0.0002021           0.4719             0.0003743        0.7013                 -0.0005764               0.001578                    0.111
 L20_N2742          True     0.1177                  83.5                            0.0002359                        0.146                 0.000345           0.1126            -0.0007229        0.2921                  0.0003778             -0.0003814                   0.6663
 L29_N8335          True    -0.1236                  85.4                            0.0002311                       0.1184                0.0003753          0.03659              0.001098         0.109                  -0.001474               0.001649                  0.09098
 L30_N7102          True    -0.2711                  99.5                            0.0002252                        0.169                0.0001404           0.5199              0.001466        0.1082                  -0.001606               0.001748                   0.0248
 L31_N3330          True    -0.4468                  99.8                           -0.0002078                    0.0007998               -0.0002451          0.03459              0.001059        0.0002                 -0.0008144             -3.342e-05                   0.8468
L29_N11909          True      -0.54                   100                           -0.0002015                       0.4209               -0.0004196           0.2244             -0.003079        0.0124                   0.003499                0.00207                  0.06059
L30_N13513          True  -0.008043                   8.7                            0.0001972                       0.2917                0.0004715          0.08718             -0.001054        0.2474                  0.0005827              0.0001494                   0.8654
 L31_N1679         False        NaN                   NaN                           -0.0001971                       0.3031               -0.0003807           0.1394            -0.0007904        0.3567                   0.001171               0.001336                  0.04479
 L21_N5643          True    0.08574                  71.3                           -0.0001887                       0.1106               -0.0002963           0.1288             6.647e-05        0.9274                  0.0002298               7.54e-05                   0.9476
 L25_N5252          True    0.09303                  74.9                           -0.0001745                       0.3487               -1.353e-05           0.9568              0.001601       0.08018                  -0.001587               0.001618                  0.07359
 L23_N9479          True    -0.1885                  96.5                            0.0001728                       0.3651                0.0002357           0.3559             -0.001252         0.101                   0.001016              0.0007662                   0.5487
L29_N13925          True    -0.0963                  76.8                           -0.0001717                       0.2675                -0.000412          0.07259             0.0009181        0.3231                 -0.0005062             -2.332e-05                   0.9786
 L30_N6621          True    -0.1317                  87.6                             0.000167                       0.3313                0.0002213           0.3909             -0.005984        0.0002                   0.005763              0.0001395                   0.9034
 L20_N4253          True    -0.2612                  99.5                             0.000165                       0.5065                0.0002017           0.5237             8.085e-05        0.9362                 -0.0002827               0.001348                   0.1658
L28_N14203          True    -0.1615                  94.2                            0.0001649                       0.3579                5.031e-05           0.8428            -0.0002469        0.7762                  0.0001966               0.001508                  0.04859
L30_N12135         False        NaN                   NaN                            0.0001509                       0.3359                0.0001122           0.5663            -0.0007452        0.2236                  0.0006331               0.000869                   0.4075
 L24_N7717          True  -0.009241                   9.6                           -0.0001489                       0.4393               -0.0002594           0.2819             0.0005586        0.5011                 -0.0002992              0.0009488                   0.3223
L29_N10191          True     0.1556                    93                           -0.0001487                       0.5025               -0.0002115           0.4821            -0.0006213        0.5329                  0.0008329               0.001564                  0.07898
L21_N10092          True     0.0353                  34.1                            0.0001397                       0.5617                0.0001443           0.6369              0.001366        0.1592                   -0.00151               0.001924                  0.09238
 L29_N8568          True     0.1545                  92.7                            0.0001332                       0.3043                9.795e-05           0.6287             0.0003828        0.6527                 -0.0004808              0.0005292                   0.5955
 L20_N1399          True    0.04857                  44.8                           -0.0001095                       0.5375               -9.599e-05           0.6801            -0.0002873         0.755                  0.0003832               0.001934                  0.04079
  L20_N488         False        NaN                   NaN                            0.0001018                       0.5931                3.949e-05            0.867            -0.0004165        0.6899                   0.000377               0.001529                   0.1844
L31_N12032          True    -0.0453                  41.9                           -9.089e-05                       0.4615                1.325e-05           0.9456             0.0005256        0.4809                 -0.0005389              0.0002805                    0.797
 L21_N9298          True    0.01185                  12.3                           -8.982e-05                       0.5325               -2.912e-05           0.8898              0.002201      0.007598                  -0.002171              0.0008824                   0.3469
L26_N10829          True   -0.03097                  30.7                           -8.817e-05                       0.5459               -0.0001126           0.5773              0.000604        0.5003                 -0.0004914               0.001755                  0.06559
 L30_N3533          True    0.04401                  40.8                            8.262e-05                       0.7133                0.0003696            0.188            -0.0001885        0.8374                 -0.0001811              0.0008891                   0.2268
 L30_N1824         False        NaN                   NaN                            8.045e-05                       0.6295               -4.939e-05           0.8016             0.0005846        0.3231                 -0.0005352              0.0007058                   0.3669
L20_N12149         False        NaN                   NaN                            7.583e-05                       0.7085                9.128e-05           0.7351            -0.0002122        0.7996                  0.0001211             -0.0005646                   0.6083
 L29_N9228          True     0.2063                  98.4                           -6.824e-05                       0.8084                0.0001073           0.7461            -9.221e-05        0.9362                 -1.513e-05             -0.0008938                   0.3489
L30_N13647          True     0.1676                  94.6                             6.75e-05                       0.7524               -1.356e-05           0.9564             -0.001211        0.1486                   0.001225              0.0006317                   0.4321
L20_N10757          True    0.01779                  18.9                            6.458e-05                       0.7882                0.0001391           0.6083             -0.001083        0.1992                  0.0009442               0.001687                  0.07698
 L22_N9335          True    -0.1118                  81.5                           -6.444e-05                       0.7165               -8.479e-05           0.7043            -6.042e-05         0.935                  0.0001452                0.00132                    0.199
L26_N11628          True    0.02703                  27.6                           -6.341e-05                       0.7001               -0.0001998           0.3859             0.0003931        0.6531                 -0.0001934               0.000954                   0.3969
 L24_N3356          True     0.0945                  75.6                            6.207e-05                       0.7866               -5.737e-05           0.8248             0.0007434        0.3673                 -0.0006861               0.001579                    0.131
 L29_N6912         False        NaN                   NaN                           -4.979e-05                       0.7305                7.093e-05           0.6997             0.0005353        0.4489                 -0.0006062               0.001272                   0.1114
L23_N12156          True   -0.02259                  23.2                            4.499e-05                       0.8346                 0.000303           0.2857              0.001766       0.06719                  -0.002069                0.00073                   0.5215
 L26_N2788          True   -0.09167                  74.3                           -4.297e-05                       0.7996               -0.0003072            0.178             0.0006947        0.5327                 -0.0003876                 0.0033                 0.003399
 L24_N4012         False        NaN                   NaN                            4.114e-05                        0.879                2.412e-05           0.9434             0.0004076        0.6893                 -0.0004317               0.001229                   0.3683
 L29_N7731          True     -0.072                  62.9                           -3.715e-05                       0.8044                7.929e-06           0.9698              0.001556       0.03179                  -0.001564               0.001762                  0.03399
L26_N11322          True     0.1779                  95.6                           -2.418e-05                       0.9142               -8.719e-05           0.7447            -0.0009827        0.2583                    0.00107               0.001057                   0.3571
L28_N11622          True    0.06984                  61.8                           -2.177e-05                       0.8736               -7.179e-05           0.7035            -0.0001646        0.8222                  0.0002364                0.00117                   0.1938
 L28_N1424         False        NaN                   NaN                            1.662e-05                        0.924               -6.287e-05           0.7455             -0.000117          0.89                  0.0001799               0.002566                 0.003199
  L29_N987          True   -0.02616                  26.8                            1.635e-05                       0.9274                2.868e-05           0.8788            -0.0001273        0.8822                   9.86e-05              0.0007828                   0.4427
 L20_N1001          True   -0.02656                  27.4                             7.54e-06                       0.9592                 8.87e-05           0.6993            -0.0004108        0.6705                  0.0003221              0.0001379                   0.9042
L29_N10092          True    -0.4099                  99.8                           -1.599e-06                       0.9942                0.0002094           0.4011             0.0002602        0.7928                 -0.0004696              0.0005052                   0.5261
L20_N12270          True     0.1419                  90.6                                6e-07                       0.9984               -2.587e-05           0.8898            -0.0002761        0.7668                  0.0003019                0.00123                   0.2052
